The Verifier - November 2024. Data as of June 4, 2025.
FIPS code,State,Jurisdiction,Registered Voters,Precincts,Voting Location,All Mail Ballot?,Election Day Marking Method,Election Day Tabulation
"2500937995","Massachusetts","Town of Manchester-by-the-Sea (Essex County)","4467","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"2500938400","Massachusetts","Town of Marblehead (Essex County)","17098","6","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"2500940430","Massachusetts","Town of Merrimac (Essex County)","6067","2","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"2500940710","Massachusetts","City of Methuen (Essex County)","42544","17","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"2500941095","Massachusetts","Town of Middleton (Essex County)","7445","3","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"2500943580","Massachusetts","Town of Nahant (Essex County)","2841","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"2500945175","Massachusetts","Town of Newbury (Essex County)","6014","2","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"2500945245","Massachusetts","City of Newburyport (Essex County)","15563","7","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"2500946365","Massachusetts","Town of North Andover (Essex County)","23707","8","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"2500952490","Massachusetts","City of Peabody (Essex County)","42057","19","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"2500957880","Massachusetts","Town of Rockport (Essex County)","6371","3","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"2500958405","Massachusetts","Town of Rowley (Essex County)","5049","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"2500959105","Massachusetts","City of Salem (Essex County)","35348","14","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"2500959245","Massachusetts","Town of Salisbury (Essex County)","7848","3","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"2500960015","Massachusetts","Town of Saugus (Essex County)","22564","10","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"2500968645","Massachusetts","Town of Swampscott (Essex County)","12559","6","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"2500970150","Massachusetts","Town of Topsfield (Essex County)","5199","2","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"2500974595","Massachusetts","Town of Wenham (Essex County)","3176","2","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"2500977150","Massachusetts","Town of West Newbury (Essex County)","3926","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"2501102095","Massachusetts","Town of Ashfield (Franklin County)","1480","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501105560","Massachusetts","Town of Bernardston (Franklin County)","1858","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501109595","Massachusetts","Town of Buckland (Franklin County)","1443","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501112505","Massachusetts","Town of Charlemont (Franklin County)","961","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501114885","Massachusetts","Town of Colrain (Franklin County)","1394","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501115200","Massachusetts","Town of Conway (Franklin County)","1512","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501116670","Massachusetts","Town of Deerfield (Franklin County)","4163","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501121780","Massachusetts","Town of Erving (Franklin County)","1324","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501125730","Massachusetts","Town of Gill (Franklin County)","1306","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501127025","Massachusetts","Town of Greenfield (Franklin County)","13909","9","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501129475","Massachusetts","Town of Hawley (Franklin County)","267","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501129650","Massachusetts","Town of Heath (Franklin County)","267","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501135180","Massachusetts","Town of Leverett (Franklin County)","1568","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501135285","Massachusetts","Town of Leyden (Franklin County)","612","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501142040","Massachusetts","Town of Monroe (Franklin County)","90","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501142285","Massachusetts","Town of Montague (Franklin County)","7141","6","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501145490","Massachusetts","Town of New Salem (Franklin County)","898","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501147835","Massachusetts","Town of Northfield (Franklin County)","2531","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501151265","Massachusetts","Town of Orange (Franklin County)","6453","2","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501158335","Massachusetts","Town of Rowe (Franklin County)","326","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501161135","Massachusetts","Town of Shelburne (Franklin County)","1553","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501161905","Massachusetts","Town of Shutesbury (Franklin County)","1558","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501168400","Massachusetts","Town of Sunderland (Franklin County)","2602","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501173265","Massachusetts","Town of Warwick (Franklin County)","697","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501174525","Massachusetts","Town of Wendell (Franklin County)","777","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501179110","Massachusetts","Town of Whately (Franklin County)","1299","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501300765","Massachusetts","Town of Agawam (Hampden County)","22095","8","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501306085","Massachusetts","Town of Blandford (Hampden County)","1021","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501308470","Massachusetts","Town of Brimfield (Hampden County)","3074","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501313485","Massachusetts","Town of Chester (Hampden County)","954","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501313660","Massachusetts","City of Chicopee (Hampden County)","43704","21","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501319645","Massachusetts","Town of East Longmeadow (Hampden County)","13811","8","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501326675","Massachusetts","Town of Granville (Hampden County)","1268","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501328075","Massachusetts","Town of Hampden (Hampden County)","4366","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501330665","Massachusetts","Town of Holland (Hampden County)","2363","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501330840","Massachusetts","City of Holyoke (Hampden County)","30349","14","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501336300","Massachusetts","Town of Longmeadow (Hampden County)","12960","5","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501337175","Massachusetts","Town of Ludlow (Hampden County)","16267","6","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501342145","Massachusetts","Town of Monson (Hampden County)","6815","3","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501342530","Massachusetts","Town of Montgomery (Hampden County)","663","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501352105","Massachusetts","Town of Palmer (Hampden County)","9984","4","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501358650","Massachusetts","Town of Russell (Hampden County)","1332","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501365825","Massachusetts","Town of Southwick (Hampden County)","7945","3","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501367000","Massachusetts","City of Springfield (Hampden County)","120078","73","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501370045","Massachusetts","Town of Tolland (Hampden County)","408","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501372390","Massachusetts","Town of Wales (Hampden County)","1537","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501377850","Massachusetts","Town of West Springfield (Hampden County)","29723","8","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501376030","Massachusetts","City of Westfield (Hampden County)","21453","14","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501379740","Massachusetts","Town of Wilbraham (Hampden County)","12096","4","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501501325","Massachusetts","Town of Amherst (Hampshire County)","14704","10","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501504825","Massachusetts","Town of Belchertown (Hampshire County)","12629","4","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501513590","Massachusetts","Town of Chesterfield (Hampshire County)","1028","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501516040","Massachusetts","Town of Cummington (Hampshire County)","729","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
"2501519330","Massachusetts","City of Easthampton (Hampshire County)","13375","5","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count and Optical Scan",
